feature1,feature2,feature3,gradient
170.0,0.11458937178832648,10,0.01781977657666882
255.0,0.06909555571854027,20,2.252396482586602
85.0,0.09518614805363258,10,0.561848467876649
170.0,0.17722254562110865,20,2.7129525900023235
85.0,0.09131128038338165,10,22010.36497339697
170.0,-0.003247895305015819,0,0.9598160030163354
255.0,0.013462609309922999,10,1.225870478186307
0.0,0.056102768614397995,20,0.003608735942935518
